date,KOSPI지수,KOSPI시장 거래대금,KOSDAQ지수,KOSDAQ시장 거래대금
2024/10/02,2561.69,93802,762.13,54992
2024/10/04,2569.71,96309,768.98,54271
2024/10/07,2610.38,102240,781.01,54915
2024/10/08,2594.36,89869,778.24,67525
2024/10/10,2599.16,134811,775.48,57588
2024/10/11,2596.91,92640,770.98,66555
2024/10/14,2623.29,83101,770.26,58340
2024/10/15,2633.45,97251,773.81,70262
2024/10/16,2610.36,98135,765.79,69984
2024/10/17,2609.3,97417,765.06,62980
2024/10/18,2593.82,80978,753.22,73449
2024/10/21,2604.92,76100,759.95,62765
2024/10/22,2570.7,87538,738.34,74583
2024/10/23,2599.62,92495,745.19,67633
2024/10/24,2581.03,94726,734.59,57379
2024/10/25,2583.27,101413,727.41,55518
2024/10/28,2612.43,89654,740.48,49845
2024/10/29,2617.8,90911,744.18,52162
